id;categoria;tema;dificuldade;cenario;pergunta;alternativa_a;alternativa_b;alternativa_c;alternativa_d;resposta_correta;explicacao;sinal_de_risco;nivel_alerta;pontos;tempo_segundos;ativo
201;Senhas e MFA;Sessão aberta;Fácil;Você percebe que sua conta está conectada em dispositivos desconhecidos.;Qual é a atitude mais segura nessa situação?;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Aprovar qualquer notificação MFA para liberar o acesso.;Encerrar sessões, trocar senha e revisar atividades recentes.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: sessões desconhecidas ativas.;sessões desconhecidas ativas;Alerta Amarelo;10;35;sim
202;Senhas e MFA;Sessão aberta;Médio;No ambiente corporativo, você percebe que sua conta está conectada em dispositivos desconhecidos.;Antes de seguir, qual ação reduz melhor o risco?;Aprovar qualquer notificação MFA para liberar o acesso.;Encerrar sessões, trocar senha e revisar atividades recentes.;Anotar senha em bloco de notas ou papel visível.;Reutilizar a mesma senha em sistemas diferentes.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: sessões desconhecidas ativas.;sessões desconhecidas ativas;Alerta Laranja;15;45;sim
203;Senhas e MFA;Sessão aberta;Médio;Durante a rotina de trabalho, você percebe que sua conta está conectada em dispositivos desconhecidos.;Qual resposta mantém o processo corporativo seguro?;Reutilizar a mesma senha em sistemas diferentes.;Enviar o código de autenticação para o suposto suporte.;Criar senha simples para memorizar com facilidade.;Encerrar sessões, trocar senha e revisar atividades recentes.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: sessões desconhecidas ativas.;sessões desconhecidas ativas;Alerta Laranja;15;45;sim
204;Senhas e MFA;Sessão aberta;Difícil;Em um atendimento interno, você percebe que sua conta está conectada em dispositivos desconhecidos.;O que o colaborador deve fazer para evitar o golpe?;Criar senha simples para memorizar com facilidade.;Encerrar sessões, trocar senha e revisar atividades recentes.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: sessões desconhecidas ativas.;sessões desconhecidas ativas;Alerta Vermelho;20;60;sim
205;Senhas e MFA;Sessão aberta;Difícil;Você está analisando uma solicitação: você percebe que sua conta está conectada em dispositivos desconhecidos.;Qual decisão demonstra melhor comportamento de segurança?;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Encerrar sessões, trocar senha e revisar atividades recentes.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: sessões desconhecidas ativas.;sessões desconhecidas ativas;Alerta Vermelho;20;60;sim
206;Senhas e MFA;E-mail de reset;Fácil;Você recebe e-mail de redefinição de senha que não solicitou.;Qual é a atitude mais segura nessa situação?;Enviar o código de autenticação para o suposto suporte.;Não clicar no link e avisar a TI sobre possível tentativa de acesso.;Criar senha simples para memorizar com facilidade.;Responder rapidamente para não atrasar a operação.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reset não solicitado.;reset não solicitado;Alerta Amarelo;10;35;sim
207;Senhas e MFA;E-mail de reset;Médio;No ambiente corporativo, você recebe e-mail de redefinição de senha que não solicitou.;Antes de seguir, qual ação reduz melhor o risco?;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Não clicar no link e avisar a TI sobre possível tentativa de acesso.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reset não solicitado.;reset não solicitado;Alerta Laranja;15;45;sim
208;Senhas e MFA;E-mail de reset;Médio;Durante a rotina de trabalho, você recebe e-mail de redefinição de senha que não solicitou.;Qual resposta mantém o processo corporativo seguro?;Ignorar o fluxo oficial porque parece uma solicitação simples.;Não clicar no link e avisar a TI sobre possível tentativa de acesso.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reset não solicitado.;reset não solicitado;Alerta Laranja;15;45;sim
209;Senhas e MFA;E-mail de reset;Difícil;Em um atendimento interno, você recebe e-mail de redefinição de senha que não solicitou.;O que o colaborador deve fazer para evitar o golpe?;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Não clicar no link e avisar a TI sobre possível tentativa de acesso.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reset não solicitado.;reset não solicitado;Alerta Vermelho;20;60;sim
210;Senhas e MFA;E-mail de reset;Difícil;Você está analisando uma solicitação: você recebe e-mail de redefinição de senha que não solicitou.;Qual decisão demonstra melhor comportamento de segurança?;Fazer o procedimento fora do canal corporativo autorizado.;Não clicar no link e avisar a TI sobre possível tentativa de acesso.;Assumir que é seguro porque a mensagem parece profissional.;Aprovar qualquer notificação MFA para liberar o acesso.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reset não solicitado.;reset não solicitado;Alerta Vermelho;20;60;sim
211;Senhas e MFA;Permissão excessiva;Fácil;Um usuário temporário pede perfil de administrador para terminar uma tarefa rápida.;Qual é a atitude mais segura nessa situação?;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Conceder apenas o menor acesso necessário e com aprovação registrada.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: privilégio excessivo sem justificativa.;privilégio excessivo sem justificativa;Alerta Amarelo;10;35;sim
212;Senhas e MFA;Permissão excessiva;Médio;No ambiente corporativo, um usuário temporário pede perfil de administrador para terminar uma tarefa rápida.;Antes de seguir, qual ação reduz melhor o risco?;Encaminhar o caso para um colega resolver sem registrar.;Conceder apenas o menor acesso necessário e com aprovação registrada.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: privilégio excessivo sem justificativa.;privilégio excessivo sem justificativa;Alerta Laranja;15;45;sim
213;Senhas e MFA;Permissão excessiva;Médio;Durante a rotina de trabalho, um usuário temporário pede perfil de administrador para terminar uma tarefa rápida.;Qual resposta mantém o processo corporativo seguro?;Assumir que é seguro porque a mensagem parece profissional.;Aprovar qualquer notificação MFA para liberar o acesso.;Anotar senha em bloco de notas ou papel visível.;Conceder apenas o menor acesso necessário e com aprovação registrada.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: privilégio excessivo sem justificativa.;privilégio excessivo sem justificativa;Alerta Laranja;15;45;sim
214;Senhas e MFA;Permissão excessiva;Difícil;Em um atendimento interno, um usuário temporário pede perfil de administrador para terminar uma tarefa rápida.;O que o colaborador deve fazer para evitar o golpe?;Anotar senha em bloco de notas ou papel visível.;Conceder apenas o menor acesso necessário e com aprovação registrada.;Reutilizar a mesma senha em sistemas diferentes.;Enviar o código de autenticação para o suposto suporte.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: privilégio excessivo sem justificativa.;privilégio excessivo sem justificativa;Alerta Vermelho;20;60;sim
215;Senhas e MFA;Permissão excessiva;Difícil;Você está analisando uma solicitação: um usuário temporário pede perfil de administrador para terminar uma tarefa rápida.;Qual decisão demonstra melhor comportamento de segurança?;Enviar o código de autenticação para o suposto suporte.;Criar senha simples para memorizar com facilidade.;Responder rapidamente para não atrasar a operação.;Conceder apenas o menor acesso necessário e com aprovação registrada.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: privilégio excessivo sem justificativa.;privilégio excessivo sem justificativa;Alerta Vermelho;20;60;sim
216;Senhas e MFA;Anotação de senha;Fácil;Uma senha de sistema está anotada em post-it próximo ao computador.;Qual é a atitude mais segura nessa situação?;Aprovar qualquer notificação MFA para liberar o acesso.;Remover a anotação e armazenar credenciais em cofre aprovado.;Anotar senha em bloco de notas ou papel visível.;Reutilizar a mesma senha em sistemas diferentes.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: senha exposta fisicamente.;senha exposta fisicamente;Alerta Amarelo;10;35;sim
217;Senhas e MFA;Anotação de senha;Médio;No ambiente corporativo, uma senha de sistema está anotada em post-it próximo ao computador.;Antes de seguir, qual ação reduz melhor o risco?;Reutilizar a mesma senha em sistemas diferentes.;Enviar o código de autenticação para o suposto suporte.;Criar senha simples para memorizar com facilidade.;Remover a anotação e armazenar credenciais em cofre aprovado.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: senha exposta fisicamente.;senha exposta fisicamente;Alerta Laranja;15;45;sim
